Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
5438887,2022-04-12,2022-04-12,Web,MD,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2535463,2017-06-14,2017-06-14,Web,OH,Checking or savings account,Other banking product or service,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6016516,2022-09-25,2022-09-25,Web,GA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2774993,2018-01-08,2018-01-08,Web,HI,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3415508,2019-10-23,2019-10-23,Referral,RI,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3172894,2019-03-07,2019-03-07,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7150128,2023-06-21,2023-06-21,Phone,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3387924,2019-09-27,2019-09-27,Web,TN,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3172748,2019-03-07,2019-03-07,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5104911,2022-01-13,2022-01-13,Web,AZ,Vehicle loan or lease,Loan,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2787810,2018-01-19,2018-01-19,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Problem with personal statement of dispute,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5095396,2022-01-13,2022-01-13,Web,MN,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7226528,2023-07-09,2023-08-07,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,0,In progress
3415242,2019-10-23,2019-10-23,Web,CO,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4958546,2021-11-30,2021-11-30,Web,GA,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3174139,2019-03-08,2019-03-08,Web,MI,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2770100,2018-01-02,2018-01-02,Web,TN,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4046437,2021-01-04,2021-01-04,Web,GA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6756581,2023-03-27,2023-03-27,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3056420,2018-10-25,2018-10-30,Phone,MI,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
7225840,2023-07-09,2023-07-09,Web,MO,Checking or savings account,Checking account,Closing an account,Company closed your account,0,In progress
3034073,2018-09-28,2018-10-02,Referral,FL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3104245,2018-12-18,2018-12-18,Web,NJ,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
